frequency,fdate,Model,WXID
2,2019/9,SE2719Hf,793099
3,2019/9,SE2719Hf,793235
4,2019/9,SE2719Hf,793253
4,2019/9,P2319Hc,793278
3,2019/9,SP2418Hb,790202
1,2019/9,SE2416Hc,793453
1,2019/2,SE2416Hc,667773
2,2019/3,U2415b,740105
2,2019/3,SE2719Hf,740198
4,2019/4,SE1918HVf,745496
2,2019/4,SE2416Hc,748393
2,2019/7,SE2416Hc,758289
1,2019/5,SE2416Hc,758289
2,2019/5,SE1918HVf,758339
4,2019/6,SE2416Hc,763083
2,2019/6,SE2719Hf,763151
5,2019/6,S2418HNt,763262
2,2019/7,P2319Hc,771150
2,2019/7,U2415b,771214
2,2019/8,U2415b,773504
1,2019/7,U2415b,773504
1,2019/9,SE2416Hc,773554
2,2019/7,SE2416Hc,773554
2,2019/8,S2418HNt,784918
2,2019/8,SE2416Hc,785054
1,2019/9,SE2416Hc,785054
2,2019/9,SE2416Hc,790577
1,2019/4,SE2416Hc,751370
2,2019/5,SE2416Hc,753465
2,2019/7,SE2416Hc,753465
3,2019/5,U2415b,755714
2,2019/5,SE2416Hc,758622
1,2019/5,SE1918HVf,758624
3,2019/8,SE2416Hc,761323
1,2019/6,SE2416Hc,761323
2,2019/6,U2719Dt,761330
4,2019/6,SE2018HV,761423
2,2019/6,U2415b,764395
2,2019/6,SE2719Hf,766746
2,2019/7,U2719Dt,769177
2,2019/7,P2219Hb,769218
5,2019/4,U2417Ht,751913
1,2019/7,S2718HNc,751922
2,2019/4,S2718HNc,751922
2,2019/5,U2417Ht,757836
4,2019/5,U2417Ht,757938
3,2019/7,U2417Ht,757938
2,2019/6,U2417Ht,761171
2,2019/6,U2417Ht,761205
3,2019/7,U2417Ht,761205
2,2019/6,U2417Ht,761214
4,2019/7,U2417Ht,761214
1,2019/6,U2414Hb,761239
2,2019/7,U2414Hb,761239
3,2019/6,U2417Ht,761278
3,2019/6,U2718Qb,764213
2,2019/6,U2417Ht,764315
3,2019/7,U2417Ht,764315
4,2019/6,U2417Ht,767021
5,2019/6,U2417Ht,767064
1,2019/7,U2718Qb,767098
5,2019/6,U2718Qb,767098
4,2019/7,U2414Hb,769604
2,2019/7,U2417Ht,769638
3,2019/7,U2417Ht,772042
2,2019/7,U2417Ht,772076
2,2019/7,U2718Qb,772144
2,2019/7,U2718Qb,772169
2,2019/7,U2417Ht,772208
4,2019/7,U2417Ht,772233
4,2019/7,U2417Ht,774952
4,2019/7,U2414Hb,775050
2,2019/6,U2414Hb,766116
3,2019/8,U2414Hb,766116
6,2019/7,U2718Qb,768352
1,2019/8,U2718Qb,768352
3,2019/7,E2216HVf,770509
5,2019/7,U2417Ht,772632
5,2019/7,U2417Ht,775187
6,2019/7,U2417Ht,775304
3,2019/8,U2419HSt,777948
3,2019/8,U2414Hb,777982
5,2019/6,S2318Mc,767325
3,2019/8,E2417Hb,779944
3,2019/8,E2417Hb,782516
3,2019/8,S2419Hc,785274
4,2019/9,U2515Hc,788282
4,2019/9,E2417Hb,791375
4,2019/9,E2417Hb,791490
2,2019/1,E2417Hb,726113
3,2019/1,U2515Hc,728671
2,2019/1,U2515Hc,731594
2,2019/3,E2316Hf,744497
2,2019/4,E2316Hf,744497
4,2019/4,E2417Hb,744597
4,2019/4,U2515Hc,744598
3,2019/4,U2515Hc,751949
6,2019/5,E2417Hb,754643
4,2019/5,E2417Hb,754708
2,2019/6,E2417Hb,761274
3,2019/6,E2417Hb,764268
3,2019/6,E2316Hf,767126
5,2019/7,U2515Hc,769584
4,2019/8,E2316Hf,777786
2,2019/6,E2316Hf,765876
4,2019/6,U2515Hc,765903
3,2019/6,E2316Hf,765976
4,2019/7,E2417Hb,770790
3,2019/7,E2417Hb,770856
3,2019/8,S2318Mc,779337
5,2019/9,E2417Hb,787838
3,2019/1,E2417Hb,725993
2,2019/1,E2417Hb,726027
2,2019/1,E2417Hb,726127
2,2019/2,E2316Hf,733686
3,2019/3,E2417Hb,739368
2,2019/3,E2417Hb,744575
2,2019/4,E2417Hb,744575
3,2019/4,E2417Hb,746990
4,2019/4,E2316Hf,747026
4,2019/4,U2518Dt,749998
2,2019/6,SE2219HXf,761766
5,2019/7,U2518Dt,773298
4,2019/8,E2318Hf,778544
4,2019/8,U2518Dt,781209
2,2019/1,SE2216HVf,732809
2,2019/3,P2217c,737766
4,2019/3,E2318Hf,740631
2,2019/4,U2415b,749700
4,2019/5,E2318Hf,753942
3,2019/8,U2518Dt,778278
4,2019/8,U2518Dt,778335
4,2019/8,P2317Hb,783817
2,2019/8,U2518Dt,783915
3,2019/3,P2217c,738059
2,2019/3,U2518Dt,740933
4,2019/7,E2318Hf,771456
3,2019/8,U2518Dt,781952
3,2019/3,P2317Hb,731107
4,2019/2,U2518Dt,735994
3,2019/4,SE2219HXf,738466
1,2019/3,SE2219HXf,738466
4,2019/4,U2518Dt,746213
7,2019/4,E2318Hf,746347
5,2019/5,U2518Dt,755371
3,2019/3,U2415b,737023
4,2019/3,E2318Hf,737166
2,2019/4,SE2216HVf,750836
5,2019/5,E2318Hf,752806
5,2019/5,P2217c,757452
2,2019/7,U2518Dt,768782
4,2019/7,U2518Dt,773698
1,2019/5,U2415b,654570
4,2019/1,U2518Dt,728765
4,2019/1,E2318Hf,731580
4,2019/1,E2218HNf,731607
2,2019/7,SE1918HVf,774600
2,2019/7,SE2719Hf,774693
2,2019/8,U2719Dt,780309
1,2019/8,P2319Hc,785823
2,2019/9,P2319Hc,785823
1,2019/9,SE2416Hc,788704
3,2019/2,SE2416Hc,669712
1,2019/1,SE2018HV,725300
2,2019/2,SE1918HVf,733979
1,2019/3,P2319Hc,738959
2,2019/7,AW2518HFb,769632
2,2019/4,SE2416Hc,744877
2,2019/4,SE2416Hc,744911
2,2019/4,SE2416Hc,744920
5,2019/4,S2418HNt,747685
2,2019/4,SE2719Hf,750457
6,2019/5,SP2418Hb,752499
3,2019/5,P2219Hb,756916
1,2019/5,SE2416Hc,759953
2,2019/8,SE2416Hc,759953
4,2019/6,S2418HNt,762566
2,2019/6,S2418HNt,762668
2,2019/6,SE2719Hf,767412
2,2019/9,SE2416Hc,778342
2,2019/8,SE2416Hc,778342
1,2019/8,U2719Dt,778344
3,2019/8,SE2018HV,778478
5,2019/8,SP2418Hb,780643
5,2019/8,S2418HNt,780650
1,2019/8,SE2416Hc,783581
2,2019/9,SE2416Hc,783581
2,2019/1,U2415b,692967
1,2019/1,SE2018HV,724355
1,2019/3,SE2018HV,737525
2,2019/4,SE2018HV,737525
3,2019/3,P2219Hb,740397
5,2019/3,SP2418Hb,740433
3,2019/4,P2319Hc,746156
2,2019/4,SE2416Hc,751536
4,2019/4,SE2719Hf,751572
5,2019/5,SP2418Hb,755907
3,2019/8,U2414Hb,778031
5,2019/8,U2417Ht,778082
3,2019/8,U2414Hb,778097
3,2019/8,U2417Ht,780954
5,2019/8,U2417Ht,780956
1,2019/8,U2419HSt,781056
4,2019/8,U2417Ht,784028
2,2019/8,U2718Qb,784047
2,2019/8,U2718Qb,784162
2,2019/9,U2417Ht,786870
4,2019/9,U2417Ht,789963
2,2019/9,U2718Qb,793137
2,2019/2,U2417Ht,667327
2,2019/2,U2417Ht,669950
1,2019/6,U2414Hb,713636
3,2019/8,S2817Qt,716278
1,2019/1,S2719DGFc,719137
1,2019/1,U2718Qb,724817
2,2019/1,U2417Ht,724868
3,2019/1,U2417Ht,727710
3,2019/1,U2417Ht,727861
2,2019/1,U2718Qb,730348
2,2019/5,E2016HVf,756403
2,2019/3,E2016HVf,738241
2,2019/1,E2016HVf,725380
4,2019/1,U2417Ht,730448
2,2019/1,E2216HVf,730482
3,2019/2,U2718Qb,733626
2,2019/2,U2414Hb,733641
2,2019/6,U2414Hb,733641
4,2019/2,P2217Hb,733675
2,2019/2,U2718Qb,736134
1,2019/6,U2718Qb,736134
3,2019/2,AW3418HWb,736149
5,2019/2,U2718Qb,736200
4,2019/2,U2417Ht,736234
3,2019/2,U2417Ht,736264
2,2019/3,U2718Qb,739108
2,2019/3,U2718Qb,739172
2,2019/3,U2718Qb,739191
3,2019/3,U2417Ht,739206
2,2019/4,E2016HVf,750536
3,2019/3,U2417Ht,739291
2,2019/3,U2417Ht,739306
4,2019/4,U2417Ht,739306
5,2019/4,U2417Ht,750938
2,2019/4,U2417Ht,751038
2,2019/4,S2419Hc,751829
4,2019/5,E2316Hf,754737
3,2019/5,E2316Hf,754744
3,2019/6,S2419Hc,761223
2,2019/6,E2316Hf,761289
4,2019/6,E2316Hf,764297
5,2019/6,E2417Hb,767112
3,2019/8,E2417Hb,783258
2,2019/8,S2419Hc,783358
2,2019/8,S2419Hc,783417
4,2019/9,S2419Hc,791746
3,2019/2,U2515Hc,734917
4,2019/3,E2316Hf,737530
3,2019/3,E2316Hf,740797
4,2019/4,E2417Hb,745856
2,2019/4,E2417Hb,745913
2,2019/4,S2319Hc,748921
2,2019/6,E2417Hb,761430
3,2019/7,E2316Hf,769318
2,2019/7,E2417Hb,771849
3,2019/8,E2316Hf,777306
4,2019/2,E2316Hf,733945
5,2019/2,E2316Hf,736330
2,2019/4,E2417Hb,745018
5,2019/4,E2417Hb,750500
4,2019/4,U2515Hc,750534
4,2019/5,E2316Hf,754242
4,2019/5,U2515Hc,759851
3,2019/6,U2515Hc,762666
2,2019/7,U2515Hc,769954
2,2019/7,S2419Hc,770020
3,2019/7,E2316Hf,775393
2,2019/9,E2417Hb,789074
2,2019/9,U2515Hc,789138
4,2019/2,E2316Hf,735258
5,2019/3,E2316Hf,737489
4,2019/3,E2316Hf,743382
5,2019/5,E2417Hb,753308
4,2019/2,E2318Hf,733779
3,2019/5,P2317Hb,733788
1,2019/3,P2317Hb,733788
1,2019/5,P2317Hb,739395
1,2019/3,P2317Hb,739395
3,2019/5,U2518Dt,757886
3,2019/5,SE2219HXf,757945
3,2019/6,P2317Hb,764131
1,2019/3,P2317Hb,734781
1,2019/5,P2317Hb,734781
3,2019/4,P2317Hb,740667
2,2019/5,P2317Hb,740667
2,2019/3,P2317Hb,740833
3,2019/4,P2317Hb,740833
1,2019/4,P2214Hb,745847
4,2019/4,E2318Hf,748862
5,2019/4,P2217c,751329
5,2019/4,E2318Hf,751429
3,2019/8,U2518Dt,780314
1,2019/5,U2415b,667031
3,2019/6,U2415b,675455
3,2019/2,U2518Dt,736387
4,2019/3,U2518Dt,741969
4,2019/4,E2318Hf,747628
4,2019/4,P2317Hb,747692
5,2019/7,P2317Hb,762632
2,2019/6,U2415b,765376
7,2019/8,U2518Dt,780616
4,2019/5,U2415b,663494
2,2019/3,U2518Dt,743448
2,2019/5,U2518Dt,758481
2,2019/6,U2518Dt,760989
6,2019/8,U2518Dt,778008
3,2019/9,E2318Hf,786925
5,2019/2,U3014t,733522
3,2019/2,U2518Dt,733552
4,2019/2,U2518Dt,733645
5,2019/8,P2317Hb,776872
2,2019/9,SE2218HV,793160
2,2019/9,SE2218HV,793167
2,2019/9,SE2218HV,790159
2,2019/9,E2216Hf,787187
2,2019/9,SE2218HV,793492
3,2019/9,SE2218HV,793678
1,2019/4,S2716DGb,675886
1,2019/4,S2716DGb,694313
3,2019/4,S2716DGb,694356
1,2019/4,S2716DGb,723993
3,2019/1,SE2218HV,726894
3,2019/1,U2412Mc,731642
2,2019/1,SP2318Hb,731667
2,2019/3,SE2218HV,740130
2,2019/3,SE2218HV,740212
3,2019/3,SE2218HV,740216
3,2019/3,SE2218HV,742738
2,2019/4,SE2218HV,745453
3,2019/4,SE2218HV,745571
2,2019/4,SE2218HV,745610
2,2019/4,SE2218HV,745614
2,2019/4,SE2218HV,745628
4,2019/4,SE2218HV,748311
3,2019/4,SE2218HV,748379
2,2019/8,AW2518Hb,708016
3,2019/5,SE2218HV,758246
3,2019/6,SE2218HV,760961
3,2019/6,SE2218HV,763087
2,2019/6,SE2218HV,763126
2,2019/6,SE2218HV,763169
4,2019/6,S2419HMt,763194
2,2019/7,SE2218HV,771239
2,2019/7,SE2218HV,771257
3,2019/9,SE2218HV,787744
2,2019/9,SE2218HV,790734
1,2019/7,AW2518Hb,768282
1,2019/7,AW2518Hb,776027
2,2019/3,S2419HMt,739477
2,2019/3,SE2218HV,739486
2,2019/3,S2419HMt,742226
2,2019/3,SE2218HV,742285
1,2019/3,SP2318Hb,744561
3,2019/4,SP2318Hb,744561
5,2019/4,SE2218HV,751947
2,2019/5,SE2218HV,754555
2,2019/5,S2419HMt,754594
3,2019/5,SE2218HV,754662
3,2019/5,U2414Hb,755233
6,2019/5,U2417Ht,755267
3,2019/7,U2417Ht,755284
1,2019/5,U2417Ht,755284
3,2019/5,U2417Ht,758092
5,2019/7,U2417Ht,758092
4,2019/6,U2414Hb,760698
4,2019/6,U2417Ht,760798
2,2019/6,U2417Ht,763642
4,2019/6,U2417Ht,763657
6,2019/6,U2414Hb,766180
6,2019/6,U2718Qb,766214
4,2019/7,U2417Ht,766216
4,2019/6,U2417Ht,766216
2,2019/6,U2417Ht,766263
3,2019/7,SE2416HMc,774304
2,2019/8,U2419HSt,776825
1,2019/7,U2419HSt,776825
2,2019/7,E2216HVf,776859
1,2019/8,E2216HVf,776859
3,2019/7,U2414Hb,776861
2,2019/8,U2414Hb,776861
3,2019/8,U2417Ht,776895
1,2019/8,U2417Ht,776910
2,2019/8,U2417Ht,776912
2,2019/8,U2417Ht,776959
2,2019/8,U2417Ht,776961
2,2019/8,U2419HSt,776976
2,2019/8,U2417Ht,780069
2,2019/8,U2718Qb,780118
5,2019/7,U2417Ht,768995
2,2019/7,U2718Qb,768996
4,2019/7,S2719DGFc,769131
3,2019/7,U2417Ht,771940
4,2019/7,U2414Hb,771957
3,2019/7,U2417Ht,771990
5,2019/7,U2417Ht,774093
2,2019/7,S2719DGFc,774144
3,2019/7,U2718Qb,774161
2,2019/8,U2718Qb,778909
3,2019/4,P2417Hb,749855
3,2019/5,P2417Hb,757988
2,2019/6,SE2419Hf,761153
2,2019/6,SE2416HMc,761196
2,2019/6,P1917Sc,767005
2,2019/8,SE2416HMc,783281
2,2019/9,SE2416HMc,786232
3,2019/9,SE2416HMc,788974
3,2019/9,P2417Hb,789004
2,2019/9,S2316Mc,789033
6,2019/1,S2316Mc,726291
3,2019/1,P2417Hb,728906
4,2019/2,P2417Hb,734924
2,2019/3,SE2419Hf,737659
4,2019/4,S2316Mc,751436
4,2019/5,SE2416HMc,755650
4,2019/5,SE2416HMc,758688
2,2019/6,P2417Hb,761387
3,2019/7,P2417Hb,771719
2,2019/7,SE2419Hf,774700
4,2019/8,S2316Mc,777272
2,2019/8,SE2416HMc,780250
6,2019/8,SE2416HMc,780307
4,2019/8,SE2419Hf,782922
1,2019/8,P2217c,782924
1,2019/8,SE2416HMc,785830
1,2019/9,SE2416HMc,785830
4,2019/9,P2417Hb,788697
3,2019/7,P2417Hb,669705
2,2019/2,S2417DGb,714561
1,2019/3,P2016b,742010
2,2019/3,SE2416HMc,742012
4,2019/4,SE2416HMc,744977
4,2019/4,S2316Mc,744984
2,2019/4,SE2419Hf,750391
1,2019/4,SE2419Hf,750434
2,2019/4,SE2416HMc,752399
1,2019/5,SE2416HMc,752399
5,2019/5,P2417Hb,752472
5,2019/5,SE2416HMc,757052
4,2019/6,E2417Hb,761023
3,2019/6,E2417Hb,766003
5,2019/7,U2515Hc,772721
2,2019/8,E2417Hb,778135
3,2019/9,S2419Hc,789833
3,2019/1,E2417Hb,724862
3,2019/1,U2515Hc,730371
3,2019/2,E2417Hb,733588
2,2019/2,E2417Hb,733679
4,2019/3,E2417Hb,739204
3,2019/3,S2318Mc,739261
6,2019/5,E2417Hb,752942
2,2019/5,E2417Hb,753001
6,2019/5,U2515Hc,755271
2,2019/7,S2419Hc,774291
1,2019/7,E2417Hb,776806
2,2019/8,E2417Hb,776806
6,2019/8,E2417Hb,777008
4,2019/8,E2316Hf,785153
3,2019/4,E2417Hb,746195
4,2019/5,E2417Hb,753351
2,2019/5,S2419Hc,755959
3,2019/1,E1916HVf,727262
4,2019/6,S2319Hc,766060
3,2019/7,U2515Hc,768298
3,2019/7,E2417Hb,768400
4,2019/8,E2417Hb,781027
2,2019/8,E2417Hb,784035
4,2019/8,E2417Hb,784167
3,2019/1,E2316Hf,728288
3,2019/1,U2515Hc,731091
2,2019/2,S2419Hc,733295
3,2019/2,E2417Hb,733402
3,2019/2,E2316Hf,735942
4,2019/2,E2417Hb,736001
3,2019/3,E2316Hf,743991
2,2019/3,S2419Hc,744093
3,2019/4,E2316Hf,746272
2,2019/9,SE2417HGc,786209
2,2019/9,SE2417HGc,786310
2,2019/9,P2415Qb,788868
3,2019/1,SE2417HGc,654749
2,2019/7,SE2417HGc,681107
2,2019/1,SE2417HGc,727950
3,2019/1,P2415Qb,730558
3,2019/3,P2717Ht,733215
1,2019/2,SE2417HGc,733266
3,2019/2,E2316Hf,735774
2,2019/3,U2414Hb,738245
2,2019/3,P2717Ht,738246
3,2019/9,E2216Hf,788046
1,2019/3,SE2417HGc,744397
1,2019/4,SE2417HGc,744397
1,2019/3,SE2417HGc,744398
1,2019/4,SE2417HGc,744398
1,2019/3,SE2417HGc,744411
1,2019/4,SE2417HGc,744411
1,2019/3,SE2417HGc,744412
1,2019/4,SE2417HGc,744412
3,2019/9,E2216Hf,790761
2,2019/5,U3419Wb,753760
3,2019/6,SE2417HGc,766485
2,2019/7,SE2417HGc,774114
2,2019/7,SE2417HGc,774173
4,2019/8,P2717Ht,779028
1,2019/9,P1914Sf,787111
1,2019/5,SE2417HGc,660372
1,2019/6,SE2417HGc,667949
2,2019/1,E2316Hf,726041
3,2019/1,E2316Hf,728683
3,2019/8,E2016Hb,783333
2,2019/9,D3217Ho,789313
2,2019/5,E2216Hf,757380
2,2019/5,E2216Hf,754958
2,2019/3,U3419Wb,742196
1,2019/5,U3419Wb,742196
1,2019/4,SE2417HGc,744625
2,2019/9,SE2417HGc,744625
4,2019/4,P2415Qb,747131
3,2019/4,E2316Hf,749841
2,2019/4,SE2417HGc,751956
3,2019/5,SE2218HV,754687
2,2019/6,SE2218HV,761146
4,2019/6,SE2218HV,764188
5,2019/6,SP2318Hb,767055
2,2019/7,SE2218HV,769663
2,2019/7,SE2218HV,769668
4,2019/7,SE2218HV,772237
2,2019/7,SE2218HV,774977
1,2019/7,S2716DGb,775041
2,2019/9,S2716DGb,775041
2,2019/8,SE2218HV,777794
2,2019/8,SE2218HV,777819
2,2019/8,SE2218HV,777858
2,2019/8,SE2218HV,780793
2,2019/8,SE2218HV,780827
2,2019/8,SE2218HV,780832
1,2019/8,SP2318Hb,783274
2,2019/8,SE2218HV,783401
2,2019/8,SE2218HV,783406
3,2019/9,SE2218HV,786180
3,2019/9,SE2218HV,786214
1,2019/9,SE2218HV,786316
2,2019/9,SE2218HV,788949
4,2019/9,SE2218HV,791732
2,2019/2,SE2218HV,734031
4,2019/2,SE2218HV,736405
2,2019/3,SE2218HV,738945
6,2019/3,SE2218HV,739077
3,2019/3,SP2318Hb,741919
4,2019/3,SE2218HV,741953
4,2019/4,SE2218HV,744936
5,2019/4,SP2318Hb,745034
4,2019/4,SE2218HV,747676
2,2019/4,SE2218HV,750382
2,2019/4,SE2218HV,750475
2,2019/4,SE2218HV,752381
2,2019/5,SE2218HV,752381
3,2019/5,SE2218HV,752424
4,2019/3,E1916Hf,731096
2,2019/5,E1916Hf,752849
2,2019/5,SE2218HV,754326
3,2019/5,SE2218HV,754351
3,2019/5,SE2218HV,754360
2,2019/8,U2419HSt,781699
2,2019/8,U2718Qb,784372
2,2019/8,U2417Ht,784422
6,2019/8,U2417Ht,784508
3,2019/9,U2417Ht,787098
4,2019/9,E2216HVf,787129
5,2019/9,U2417Ht,787162
2,2019/9,U2417Ht,787179
2,2019/9,U2417Ht,787180
4,2019/9,U2417Ht,790073
2,2019/9,U2417Ht,790137
2,2019/9,U2417Ht,790205
1,2019/9,U2419HSt,793332
1,2019/3,E2016HVf,743187
4,2019/9,U2417Ht,793413
4,2019/4,U2414Hb,675157
2,2019/3,U2414Hb,695545
2,2019/1,U2718Qb,713644
2,2019/6,U2414Hb,721799
2,2019/1,U2417Ht,727734
2,2019/1,U2417Ht,727833
2,2019/1,U2417Ht,730356
2,2019/1,U2718Qb,730406
2,2019/1,U2417Ht,730424
3,2019/1,U2417Ht,730509
3,2019/2,U2718Qb,733517
2,2019/2,U2417Ht,736125
3,2019/2,U2718Qb,736158
2,2019/2,U2417Ht,736189
2,2019/2,U2417Ht,736257
2,2019/3,U2417Ht,739184
1,2019/3,U2417Ht,739197
3,2019/4,U2417Ht,739197
3,2019/3,U2417Ht,739234
3,2019/4,S2719DGFc,748475
2,2019/4,S2719DGFc,748526
5,2019/4,U2417Ht,748607
3,2019/4,E2216HVf,750930
1,2019/4,U2417Ht,750965
2,2019/4,U2417Ht,751033
2,2019/5,S2719DGFc,752887
5,2019/5,U2412Mc,753019
3,2019/5,U2718Qb,753020
2,2019/5,U2419HSt,755159
4,2019/5,U2417Ht,755241
3,2019/5,U2417Ht,755292
4,2019/4,E2417Hb,746306
2,2019/4,E2417Hb,749348
5,2019/6,U2515Hc,763847
3,2019/6,E2417Hb,763852
3,2019/7,E2316Hf,771910
2,2019/9,E2316Hf,787082
3,2019/9,E2417Hb,787209
2,2019/9,E2417Hb,787218
3,2019/9,E2316Hf,790085
4,2019/1,U2515Hc,726016
2,2019/1,E2417Hb,726084
2,2019/1,E2417Hb,726109
2,2019/1,E2417Hb,726118
5,2019/2,E2417Hb,733695
3,2019/2,E2417Hb,733738
1,2019/3,E2417Hb,744591
1,2019/4,E2417Hb,744591
5,2019/4,E2417Hb,749773
7,2019/4,E2417Hb,749875
3,2019/5,E2417Hb,754585
3,2019/5,E2417Hb,754696
2,2019/5,S2318Mc,757904
2,2019/6,E2316Hf,766996
3,2019/7,E2316Hf,774943
3,2019/9,E2417Hb,791723
6,2019/2,E2417Hb,733929
4,2019/2,E2316Hf,736439
2,2019/3,E2417Hb,738911
5,2019/3,U2515Hc,738979
3,2019/3,U2515Hc,742085
2,2019/4,E2417Hb,744859
3,2019/4,E2316Hf,747710
2,2019/5,E2417Hb,757036
4,2019/5,E2316Hf,757061
4,2019/6,E2316Hf,762541
3,2019/6,E2417Hb,762550
3,2019/6,S2419Hc,762618
3,2019/7,E2417Hb,772437
4,2019/5,E2316Hf,754730
2,2019/5,SE2417HGc,757827
2,2019/5,SE2417HGc,757972
2,2019/6,E2216Hf,765641
1,2019/7,SE2417HGc,769527
2,2019/7,SE2417HGc,772178
2,2019/8,SE2417HGc,777824
2,2019/8,U3419Wb,780857
4,2019/8,E2316Hf,783299
2,2019/8,E2216Hf,777516
2,2019/9,E2216Hf,791563
2,2019/2,AW3418DWb,733972
2,2019/9,SE2417HGc,786239
3,2019/7,SE2417HGc,672638
1,2019/7,SE2417HGc,686435
1,2019/1,U3415Wb,725207
2,2019/8,AW3418DWb,782373
3,2019/8,AW3418DWb,779229
4,2019/3,E2316Hf,739018
2,2019/4,SE2417HGc,744927
2,2019/4,U2414Hb,747701
1,2019/7,U2414Hb,747701
2,2019/4,U3419Wb,750377
2,2019/5,U3419Wb,750377
2,2019/4,SE2417HGc,750407
2,2019/5,P2419HCb,752488
2,2019/9,E2216Hf,789031
2,2019/9,E2216Hf,791712
3,2019/5,SE2417HGc,759908
1,2019/6,P1914Sf,765256
5,2019/6,E2216Hf,763999
1,2019/8,SE2417HGc,778453
3,2019/1,E2216Hf,725445
3,2019/6,E2216Hf,761913
3,2019/8,E2216Hf,780675
3,2019/8,E2216Hf,783549
3,2019/9,E2216Hf,789063
2,2019/9,E2216Hf,792173
4,2019/8,SE2416Hc,777636
4,2019/8,P2419Hb,782351
4,2019/8,U2518Dt,782402
2,2019/7,AW2518HFb,769920
2,2019/9,U2518Dt,788218
6,2019/9,U2518Dt,788232
2,2019/9,P2419Hb,788268
4,2019/9,P2419Hb,788317
3,2019/9,SE2717Hc,788318
6,2019/9,U2412Mc,791376
3,2019/9,SE2416Hc,791440
3,2019/9,P2419Hb,791525
1,2019/1,SE2216Hf,726114
1,2019/2,P2016b,733752
2,2019/3,P2016b,733752
2,2019/2,SE2416Hc,733852
2,2019/2,SE2416Hc,736660
2,2019/2,U2518Dt,736724
2,2019/2,U2518Dt,736759
3,2019/3,SE2717Hc,742190
2,2019/3,SE2717Hc,742239
5,2019/4,U2412Mc,747005
3,2019/4,U2518Dt,749763
5,2019/4,E2418HNb,749777
4,2019/4,U2518Dt,749927
3,2019/4,U2518Dt,751835
2,2019/9,U2518Dt,790141
2,2019/9,P2419Hb,790209
2,2019/2,P2418HTt,721807
2,2019/1,SE2717Hc,727773
2,2019/1,P2418HTt,727812
3,2019/1,U2412Mc,730420
2,2019/2,E2418HNb,733521
2,2019/2,U2412Mc,736111
5,2019/2,U2518Dt,736129
5,2019/3,U2518Dt,739269
2,2019/4,U2518Dt,748479
4,2019/4,U2518Dt,750969
2,2019/5,U2417Ht,758032
3,2019/5,U2718Qb,758049
2,2019/5,U2417Ht,758082
6,2019/6,U2417Ht,760640
4,2019/6,U2718Qb,760657
4,2019/6,U2718Qb,763651
5,2019/6,U2417Ht,763766
6,2019/6,U2417Ht,766141
2,2019/6,U2414Hb,766174
2,2019/8,U2414Hb,766174
3,2019/6,U2718Qb,766188
3,2019/7,U2718Qb,774229
5,2019/7,U2417Ht,774279
1,2019/7,U2718Qb,776837
2,2019/8,U2718Qb,776837
5,2019/8,U2417Ht,776887
4,2019/8,U2414Hb,776901
2,2019/8,U2417Ht,776934
3,2019/8,U2718Qb,777002
2,2019/8,U2417Ht,780160
2,2019/8,U2417Ht,780163
5,2019/7,U2718Qb,774776
4,2019/7,U2414Hb,774801
2,2019/8,U2417Ht,777448
5,2019/8,U2417Ht,777473
3,2019/8,U2417Ht,777523
3,2019/8,U2718Qb,780456
3,2019/8,U2417Ht,780467
5,2019/8,U2417Ht,780481
5,2019/8,U2417Ht,780524
5,2019/8,U2417Ht,783114
2,2019/9,U2417Ht,785629
1,2019/8,U2417Ht,785629
3,2019/8,U2417Ht,785654
2,2019/8,U2417Ht,785790
2,2019/9,U2417Ht,785790
2,2019/9,U2419HSt,788480
2,2019/9,U2417Ht,791581
5,2019/5,SE2218HV,756968
2,2019/5,SE2218HV,760001
2,2019/6,SE2218HV,765324
4,2019/6,SE2218HV,765349
4,2019/6,SE2218HV,765383
3,2019/6,SE2218HV,765392
2,2019/6,SE2218HV,767430
2,2019/6,SE2218HV,767455
7,2019/7,SP2318Hb,769961
3,2019/7,SE2218HV,769970
3,2019/7,SE2218HV,772471
2,2019/7,SE2218HV,772612
2,2019/7,SE2218HV,775377
4,2019/8,SE2218HV,780632
3,2019/8,S2419HMt,780666
2,2019/8,SE2218HV,783431
3,2019/8,SP2318Hb,783542
3,2019/9,SE2218HV,786048
6,2019/2,AW2518Hb,733970
2,2019/9,SE2218HV,786141
3,2019/9,SE2218HV,792132
1,2019/9,S2716DGb,792264
2,2019/2,AW2518Hb,733999
2,2019/1,SE2218HV,730453
5,2019/2,SE2218HV,736168
1,2019/3,S2718Hc,736218
3,2019/2,S2718Hc,736218
2,2019/3,SE2218HV,739294
2,2019/3,SE2218HV,739312
2,2019/4,SE2218HV,748497
4,2019/4,SE2218HV,750926
3,2019/4,SE2218HV,751012
2,2019/4,SE2218HV,751019
3,2019/5,SE2218HV,752891
1,2019/9,AW2518Hb,792320
2,2019/5,SE2218HV,755138
2,2019/5,SE2218HV,755163
2,2019/5,S2716DGb,755181
2,2019/5,SE2218HV,758146
3,2019/6,SE2218HV,763669
2,2019/6,SE2218HV,766252
2,2019/7,SE2218HV,774190
2,2019/8,S2716DGb,776955
4,2019/8,SP2318Hb,779981
2,2019/5,P2416Db,752959
2,2019/7,P2416Db,752959
2,2019/5,U2518Dt,758028
