frequency,fdate,Model,WXID
5,2018/9,U2518Dt,699535
5,2018/10,SE2416HMc,705351
2,2018/10,SE2717Hc,705428
4,2018/11,E1916HVf,708091
2,2018/10,E1916HVf,708091
4,2018/10,SE2216Hf,708168
5,2018/11,P2715Qt,711401
5,2018/11,U2518Dt,711469
2,2018/4,E2016HVf,660127
1,2018/6,E2016HVf,660127
2,2018/4,U2414Hb,660238
1,2018/4,E2016HVf,660297
3,2018/6,E2016HVf,660297
3,2018/5,U2417Ht,663169
3,2018/5,E2216HVf,663212
2,2018/5,E2216HVf,666318
1,2018/6,U2417Ht,669453
4,2018/6,E2216HVf,669496
4,2018/6,U2417Ht,672797
2,2018/6,U2718Qb,672831
4,2018/6,U2417Ht,672938
3,2018/6,U2417Ht,676039
2,2018/6,AW3418HWb,676048
2,2018/6,U2417Ht,676137
3,2018/6,U2417Ht,676205
5,2018/7,E2216HVf,679256
6,2018/7,U2417Ht,679379
2,2018/7,U2417Ht,682030
3,2018/7,U2417Ht,684736
3,2018/7,E2216HVf,684829
2,2018/7,U2718Qb,684902
3,2018/8,U2417Ht,687837
3,2018/8,U2718Qb,687905
4,2018/8,U2718Qb,687914
3,2018/8,U2417Ht,687969
4,2018/8,U2718Qb,687978
2,2018/8,U2718Qb,690811
2,2018/8,U2718Qb,690888
6,2018/8,U2417Ht,690956
2,2018/8,U2417Ht,693785
5,2018/8,U2417Ht,693887
5,2018/8,U2417Ht,693896
4,2018/8,U2417Ht,693964
4,2018/9,E2216HVf,696797
4,2018/9,U2718Qb,696802
4,2018/9,E2216HVf,696972
4,2018/10,SE2218HV,705462
2,2018/1,E1715Sc,649442
3,2018/2,E1715Sc,649442
2,2018/1,SE2218HV,649467
2,2018/2,SE2218HV,649467
4,2018/3,SE2218HV,652450
3,2018/3,SE2218HV,652480
3,2018/3,SE2218HV,655649
2,2018/4,SP2318Hb,658589
2,2018/4,SE2218HV,658598
2,2018/4,SE2218HV,658657
1,2018/4,SE2218HV,661533
1,2018/5,SE2218HV,661533
1,2018/4,SE2218HV,661542
1,2018/5,SE2218HV,661542
1,2018/4,SE2218HV,661567
1,2018/5,SE2218HV,661567
1,2018/4,SP2318Hb,661572
1,2018/5,SP2318Hb,661572
1,2018/4,SE2218HV,661606
1,2018/5,SE2218HV,661606
3,2018/5,SE2218HV,667056
4,2018/5,SE2218HV,667124
2,2018/6,SE2218HV,669353
2,2018/6,SE2218HV,672170
3,2018/7,E1916Hf,675212
4,2018/7,E2216Hf,678186
2,2018/7,SE2218HV,680926
2,2018/7,SE2218HV,680985
2,2018/7,SP2318Hb,680994
6,2018/7,SE2218HV,684304
2,2018/8,SE2218HV,687312
3,2018/8,SE2218HV,687342
4,2018/8,SE2218HV,687401
4,2018/8,SE2218HV,692885
3,2018/9,SE2218HV,695961
5,2018/9,SE2218HV,695966
3,2018/9,SE2218HV,696059
2,2018/9,SE2218HV,699276
2,2018/9,SE2218HV,701752
2,2018/9,SE2218HV,701884
2,2018/10,SE2218HV,705194
3,2018/10,AW2518Hb,705219
2,2018/10,SE2218HV,708704
2,2018/10,SE2218HV,708729
2,2018/10,SE2218HV,708738
5,2018/11,SE2218HV,712005
3,2018/11,SE2218HV,712010
2,2018/11,SP2318Hb,715120
1,2018/1,UP3216Qt,649472
2,2018/3,UP3216Qt,649472
3,2018/3,SE2416HMc,652505
5,2018/3,SE2416Hc,652509
6,2018/3,UP3216Qt,652514
4,2018/3,SE2416HMc,655556
1,2018/3,UP3216Qt,655624
4,2018/4,U2412Mc,655683
2,2018/3,U2412Mc,655683
2,2018/4,U2518Dt,658623
3,2018/5,U2518Dt,667081
5,2018/5,SE2416Hc,667149
1,2018/6,P2715Qt,667154
2,2018/5,P2715Qt,667154
3,2018/6,U2518Dt,669294
4,2018/6,U2412Mc,672136
2,2018/6,U2518Dt,672195
3,2018/6,E1916HVf,672263
5,2018/7,P2418HTt,678084
5,2018/7,SE2416HMc,678152
2,2018/7,U2518Dt,680960
1,2018/8,U2518Dt,684236
2,2018/7,U2518Dt,684236
3,2018/7,U2518Dt,684261
1,2018/8,U2518Dt,684261
2,2018/8,U2518Dt,687346
3,2018/8,SE2717Hc,692919
2,2018/9,P2419Hb,692958
2,2018/8,P2419Hb,692958
1,2018/11,P2418HTt,699233
1,2018/9,P2418HTt,699233
1,2018/11,P2419Hb,701816
2,2018/9,P2419Hb,701816
5,2018/9,U2518Dt,701918
2,2018/9,U2518Dt,701943
2,2018/10,SE2216Hf,705160
2,2018/10,U2518Dt,705253
2,2018/10,SE2717Hc,708695
2,2018/10,E2418HNb,708793
2,2018/10,E2418HNb,708836
4,2018/11,U2518Dt,712078
2,2018/1,U2412Mc,645085
2,2018/2,SE2416Hc,651012
3,2018/3,SE2416Hc,651012
3,2018/3,SE2416Hc,654386
3,2018/1,P2717Ht,647206
3,2018/3,E2216Hf,653222
2,2018/5,AW3418DWb,662146
1,2018/5,P2415Qb,668528
1,2018/6,P2415Qb,668528
3,2018/6,E2316Hf,671587
4,2018/6,E2016Hb,671689
3,2018/6,SE2417HGc,674829
2,2018/7,SE2417HGc,677973
4,2018/8,P2415Qb,685576
4,2018/8,P2717Ht,685610
4,2018/9,U3415Wb,694817
4,2018/9,E2316Hf,694851
2,2018/9,SE2417HGc,694885
4,2018/9,U2414Hb,697961
2,2018/9,SE2417HGc,701020
3,2018/9,E2216Hf,701054
4,2018/9,P2415Qb,701101
4,2018/10,E2216Hf,704194
3,2018/10,SE2417HGc,704279
2,2018/10,SE2417HGc,704296
2,2018/10,SE2417HGc,707219
5,2018/11,E2016Hb,710244
2,2018/11,SE2417HGc,716443
2,2018/11,SE2417HGc,717162
3,2018/11,E2216Hf,717315
2,2018/12,SE2417HGc,720340
4,2018/11,E2316Hf,716762
1,2018/12,UP3218Kt,719587
4,2018/12,P2415Qb,719655
4,2018/12,E2016Hb,719719
4,2018/11,E2016Hb,717447
4,2018/12,E2316Hf,723229
2,2018/12,SE2417HGc,723263
3,2018/12,SE2417HGc,723280
4,2018/6,UP2516Dt,670162
2,2018/6,E2016Hb,670187
2,2018/6,SE2417HGc,673170
2,2018/6,SE2417HGc,673297
4,2018/3,E2417Hb,652435
3,2018/3,S2318Mc,655528
1,2018/3,E2417Hb,655613
2,2018/4,E2417Hb,655613
2,2018/4,U2515Hc,661527
2,2018/5,U2515Hc,661527
2,2018/1,U2515Hc,649263
4,2018/5,U2515Hc,664341
2,2018/9,U2515Hc,690545
2,2018/8,U2515Hc,690545
3,2018/8,E2316Hf,693285
5,2018/8,E1715Sc,693392
3,2018/9,E2417Hb,696093
4,2018/9,E2417Hb,701616
3,2018/9,E2417Hb,701650
4,2018/10,E1715Sc,704581
3,2018/5,U2515Hc,644660
2,2018/5,U2515Hc,644728
4,2018/1,E2417Hb,648765
4,2018/1,E2316Hf,648795
2,2018/2,E2417Hb,651939
4,2018/3,E1715Sc,655049
2,2018/5,P2018Hc,657921
2,2018/4,P2018Hc,657921
4,2018/4,E2316Hf,658023
3,2018/4,U2515Hc,658032
1,2018/5,U2515Hc,661006
2,2018/4,U2515Hc,661006
3,2018/5,S2318Mc,666447
1,2018/6,S2319Hc,675914
2,2018/9,S2319Hc,675914
6,2018/7,E2417Hb,681653
4,2018/8,E2417Hb,687478
5,2018/8,U2515Hc,687537
6,2018/8,E2316Hf,690320
4,2018/8,E2417Hb,693426
1,2018/10,S2319Hc,708427
2,2018/11,S2319Hc,708427
2,2018/11,S2319Hc,714107
1,2018/3,U2515Hc,638971
4,2018/2,E2316Hf,650467
4,2018/9,U2718Qb,699576
4,2018/9,U2414Hb,699635
2,2018/9,U2417Ht,702520
2,2018/10,U2417Ht,702520
2,2018/10,U2718Qb,702609
4,2018/10,U2417Ht,702652
5,2018/10,U2417Ht,705353
3,2018/10,U2417Ht,705426
3,2018/10,U2417Ht,708234
5,2018/10,U2417Ht,708268
4,2018/11,U2417Ht,711408
5,2018/11,U2417Ht,711437
3,2018/11,U2718Qb,714543
4,2018/1,U2414Hb,646589
3,2018/1,U2417Ht,649474
1,2018/2,U2417Ht,649474
2,2018/2,U2417Ht,652380
1,2018/3,U2417Ht,652380
3,2018/3,U2417Ht,652482
3,2018/3,U2417Ht,652507
2,2018/3,U2718Qb,652516
3,2018/3,U2417Ht,652541
1,2018/3,U2417Ht,652550
2,2018/4,U2417Ht,655558
1,2018/3,U2417Ht,655558
2,2018/4,U2718Qb,658566
3,2018/3,U2417Ht,653305
3,2018/4,U2417Ht,656028
2,2018/3,U2417Ht,656028
2,2018/4,U2417Ht,656045
2,2018/3,U2417Ht,656045
3,2018/4,U2417Ht,658989
4,2018/4,U2414Hb,659002
4,2018/4,U2417Ht,659053
2,2018/4,U2417Ht,659070
4,2018/5,E2216HVf,661912
1,2018/5,U2417Ht,664988
2,2018/5,U2417Ht,665039
4,2018/5,U2417Ht,665069
2,2018/6,E2016HVf,667745
1,2018/5,E2016HVf,667745
4,2018/5,U2417Ht,667830
6,2018/5,U2414Hb,667843
1,2018/7,P2415Qb,658287
4,2018/4,SE2018HRf,661193
3,2018/8,SE2018HRf,687716
1,2018/11,P2415Qb,714290
2,2018/6,SE2018HRf,672876
2,2018/9,SE2018HRf,696791
3,2018/11,SE2018HRf,696791
4,2018/9,E2016t,699514
4,2018/1,E2016t,648042
3,2018/2,UP2715Kt,651114
2,2018/7,SE2018HRf,677637
1,2018/7,SE2018HRf,680730
1,2018/8,SE2018HRf,680730
4,2018/6,E2016t,676552
2,2018/7,S2716DGb,682266
3,2018/9,P2415Qb,696489
1,2018/11,P2415Qb,696489
2,2018/9,SE2018HRf,700718
2,2018/11,SE2018HRf,714758
2,2018/11,SE2018HRf,714907
2,2018/5,SE2018HRf,662563
3,2018/6,SE2018HRf,662563
5,2018/6,E2016t,671421
2,2018/6,P2415Qb,674280
2,2018/9,P2415Qb,674280
2,2018/8,P2415Qb,689086
4,2018/11,P2415Qb,689086
6,2018/5,U2913WMt,664601
1,2018/5,P2415Qb,664703
1,2018/8,P2415Qb,664703
3,2018/6,SE2018HRf,667460
1,2018/5,SE2018HRf,667460
4,2018/10,SE2018HRf,702709
1,2018/11,SE2018HRf,716145
2,2018/3,P2415Qb,656096
4,2018/7,P2415Qb,656096
2,2018/6,SE2018HRf,676786
1,2018/7,SE2018HRf,676786
4,2018/9,U2913WMt,699799
3,2018/10,E2016t,706870
4,2018/10,SE2018HRf,709678
3,2018/11,P2415Qb,715911
4,2018/8,E2016t,693132
1,2018/12,P2415Qb,713269
6,2018/11,P2415Qb,713269
2,2018/11,SE2018HRf,713303
2,2018/6,SE2417HGc,673306
3,2018/7,E2316Hf,677611
2,2018/7,SE2417HGc,680853
3,2018/8,UP3214Qt,683657
3,2018/7,E2216Hf,683700
3,2018/7,E2316Hf,683759
2,2018/8,E2216Hf,686699
2,2018/8,E2016Hb,686708
2,2018/8,E2016Hb,686733
4,2018/8,E2316Hf,689652
5,2018/8,D3217Ho,692358
3,2018/9,E2216Hf,695191
4,2018/9,U2414Hb,698131
5,2018/9,AW3418DWb,700782
4,2018/9,U2414Hb,700807
4,2018/9,E2316Hf,700880
3,2018/9,E2016Hb,700973
3,2018/9,P2717Ht,700982
3,2018/10,E2316Hf,703649
2,2018/10,E2216Hf,703654
3,2018/10,SE2417HGc,706428
1,2018/10,AW2518HFb,709495
3,2018/11,AW2518HFb,709495
3,2018/10,P2415Qb,709538
4,2018/11,E2016Hb,712439
5,2018/1,S2240Mc,645889
3,2018/1,U3014t,645996
4,2018/2,P2714Hc,651646
5,2018/2,P2317HWHb,651671
4,2018/2,E2316Hf,651680
1,2018/5,SE2417HGc,663303
1,2018/5,SE2417HGc,663312
1,2018/5,SE2417HGc,663371
1,2018/5,SE2417HGc,663405
1,2018/5,SE2417HGc,663410
6,2018/5,D3217Ho,666009
3,2018/6,E2216Hf,671795
3,2018/6,E2016Hb,671927
3,2018/7,E2316Hf,678688
2,2018/7,E2016Hb,678713
1,2018/9,SE2416Hc,701169
2,2018/10,U2415b,704160
4,2018/10,UP2516Dt,704211
2,2018/10,SE2416Hc,707287
3,2018/11,U2413f,710210
4,2018/11,P2219Hb,710295
5,2018/11,U2415b,710329
2,2018/11,SE2416Hc,716477
3,2018/12,SE2018HV,719451
3,2018/12,SE1918HVf,719485
2,2018/12,SE2018HV,722463
2,2018/11,AW2518HFb,714103
3,2018/11,SE2416Hc,714137
2,2018/12,SE2416Hc,720306
2,2018/12,SE2719Hf,723348
2,2018/12,SE2018HV,723399
2,2018/12,SE2416Hc,722612
2,2018/12,AW2518HFb,720387
2,2018/12,S2318Hc,720489
1,2018/12,SE2018HV,723195
2,2018/10,SE2416Hc,705385
2,2018/10,P2314Ht,708261
1,2018/4,SE2416Hc,640716
2,2018/1,P2314Ht,649374
3,2018/2,P2314Ht,649374
2,2018/1,P2314Ht,649399
1,2018/2,P2314Ht,649399
2,2018/1,P2314Ht,649408
1,2018/2,P2314Ht,649408
2,2018/1,UP2516Dt,649433
1,2018/2,UP2516Dt,649433
3,2018/4,SP2418Hb,658700
1,2018/4,E2318HNf,661538
1,2018/5,E2318HNf,661538
1,2018/4,SE2018HV,661597
1,2018/5,SE2018HV,661597
1,2018/4,SE2018HV,661631
1,2018/5,SE2018HV,661631
1,2018/5,AW2518HFb,667047
2,2018/6,SE2018HV,669221
2,2018/6,SP2418Hb,669328
2,2018/6,P2314Ht,672293
4,2018/6,P2314Ht,675101
3,2018/7,S2418HNt,678109
2,2018/7,SE2018HV,678118
3,2018/8,SE2018HV,678118
3,2018/7,AW2518HFb,680883
3,2018/7,SP2418Hb,680951
2,2018/8,SE2018HV,687269
3,2018/8,S2418HNt,687303
2,2018/8,SE2416Hc,687337
5,2018/8,S2418HNt,690184
3,2018/11,SE2018HV,695991
1,2018/5,U2417Ht,667860
1,2018/5,S2817Qt,667877
1,2018/8,S2817Qt,667877
3,2018/6,U2718Qb,673527
3,2018/6,U2417Ht,673561
2,2018/6,U2414Hb,676569
3,2018/7,U2414Hb,676569
6,2018/7,U2417Ht,679692
3,2018/7,U2417Ht,679794
2,2018/7,U2417Ht,682402
3,2018/8,U2417Ht,690690
4,2018/8,U2417Ht,690707
4,2018/8,U2417Ht,690724
2,2018/8,U2417Ht,693600
2,2018/8,U2718Qb,693715
5,2018/9,U2417Ht,696472
5,2018/9,U2417Ht,700667
1,2018/9,U2417Ht,700701
4,2018/9,U2718Qb,700752
5,2018/10,U2718Qb,703424
2,2018/10,U2718Qb,706517
3,2018/10,U2718Qb,709091
4,2018/10,U2417Ht,709193
1,2018/11,U2417Ht,709193
5,2018/10,U2414Hb,709210
6,2018/11,E2216HVf,711780
2,2018/11,E2216HVf,711882
1,2018/11,U2417Ht,714805
3,2018/11,U2417Ht,714822
3,2018/11,U2417Ht,714839
2,2018/11,U2718Qb,714873
3,2018/11,U2417Ht,714924
3,2018/11,U2718Qb,717715
5,2018/11,U2417Ht,717732
4,2018/11,U2417Ht,717766
3,2018/11,U2417Ht,717830
2,2018/2,E2216HVf,649897
2,2018/2,U2718Qb,649978
1,2018/2,E2016HVf,649995
2,2018/5,E2016HVf,649995
4,2018/4,U2515Hc,660270
6,2018/5,E2417Hb,663146
2,2018/6,E2417Hb,669621
4,2018/7,E2417Hb,679390
4,2018/7,E2316Hf,681887
3,2018/7,E2316Hf,684870
3,2018/8,E2417Hb,687980
2,2018/8,E2417Hb,693830
2,2018/8,E2417Hb,693855
3,2018/8,E2417Hb,693860
2,2018/8,E2417Hb,693864
3,2018/8,E2417Hb,693919
3,2018/9,E2316Hf,696872
4,2018/9,E2417Hb,699510
3,2018/10,U2515Hc,708100
4,2018/10,E2316Hf,708125
5,2018/10,U2515Hc,708134
3,2018/7,U2515Hc,675144
2,2018/6,U2515Hc,675144
3,2018/7,E2316Hf,678075
1,2018/9,U2515Hc,699267
3,2018/11,U2515Hc,699267
1,2018/12,U2515Hc,699267
4,2018/9,S2318Mc,699301
3,2018/9,E2316Hf,699310
2,2018/1,U2515Hc,644962
1,2018/5,U2515Hc,644962
4,2018/1,E1916HVf,648029
4,2018/5,U2515Hc,651003
1,2018/2,U2515Hc,651003
4,2018/4,E2417Hb,657419
4,2018/5,E2316Hf,664137
3,2018/7,E2417Hb,677582
5,2018/8,E1715Sc,689575
3,2018/9,E2316Hf,698174
3,2018/9,S2318Mc,698208
3,2018/10,U2515Hc,703624
3,2018/10,E2417Hb,703645
4,2018/10,U2515Hc,709504
3,2018/2,E2216HVf,650029
3,2018/2,P2217Hb,650046
5,2018/3,U2417Ht,653373
1,2018/5,E2016HVf,653437
1,2018/3,E2016HVf,653437
4,2018/3,U2417Ht,653522
3,2018/4,U2414Hb,659287
2,2018/4,U2414Hb,659321
4,2018/4,U2414Hb,659338
5,2018/4,U2417Ht,659457
3,2018/4,U2417Ht,659470
3,2018/5,U2417Ht,667962
3,2018/5,U2417Ht,668060
3,2018/5,E2216HVf,668064
5,2018/6,U2718Qb,671489
3,2018/6,U2417Ht,671506
4,2018/6,E2216HVf,674348
5,2018/6,U2718Qb,674361
2,2018/7,U2417Ht,677237
3,2018/7,U2417Ht,677254
2,2018/7,U2417Ht,677288
3,2018/7,U2417Ht,677403
5,2018/7,U2417Ht,683321
3,2018/7,U2417Ht,679172
5,2018/7,U2417Ht,681678
2,2018/7,U2414Hb,684443
5,2018/7,U2417Ht,684445
3,2018/7,U2417Ht,684488
5,2018/8,U2414Hb,687496
2,2018/8,U2417Ht,687594
6,2018/8,U2417Ht,690361
4,2018/8,U2417Ht,690459
5,2018/8,U2417Ht,690461
3,2018/8,E2216HVf,693476
6,2018/8,U2417Ht,693503
5,2018/12,E2016t,723697
5,2018/12,U2417Ht,723850
3,2018/11,S2316Hc,718502
2,2018/12,P2719Ht,722310
4,2018/12,P2719Ht,725220
1,2018/12,E1916Hf,725267
2,2018/12,S2419HGFc,719936
3,2018/1,U2417Ht,646268
5,2018/3,E1914Hf,652705
4,2018/3,P4317Qc,652735
5,2018/4,S2316Hc,658802
5,2018/5,U2417Ht,662112
3,2018/8,U2417Ht,685678
4,2018/9,E1916Hf,688703
3,2018/10,UP2716Dt,707236
2,2018/11,S2419HGFc,716460
2,2018/11,S2419HGFc,717179
3,2018/12,S2419HGFc,720221
4,2018/4,S2316Hc,660122
1,2018/5,S2316Hc,660122
5,2018/5,E1914Hf,663166
6,2018/7,D3216Ho,684909
3,2018/10,E2016t,708171
4,2018/5,U2417Ht,667110
5,2018/6,U2417Ht,672305
6,2018/7,U2417Ht,684307
1,2018/9,E1916Hf,695956
2,2018/5,UP2716Dt,664517
4,2018/5,U2417Ht,667359
4,2018/7,UP2716Dt,681263
4,2018/7,S2316Hc,681299
3,2018/8,U2417Ht,690623
2,2018/10,E1914Hf,708071
5,2018/5,D3216Ho,662796
1,2018/9,SE2018HV,695991
2,2018/9,SE2416Hc,696034
4,2018/9,SP2418Hb,701782
2,2018/9,SE2416Hc,701909
2,2018/10,SE2416Hc,705283
2,2018/10,SE2416Hc,708661
2,2018/11,SE2416Hc,711946
2,2018/11,SE2416Hc,712044
2,2018/8,SE2416Hc,642154
3,2018/8,SE2416Hc,642188
5,2018/1,P2314Ht,644928
1,2018/4,S2318Hc,657360
3,2018/6,S2318Hc,657360
2,2018/6,S2318Hc,669987
2,2018/8,S2318Hc,669987
4,2018/6,S2318Hc,673165
2,2018/6,AW2518HFb,673204
2,2018/6,AW2518HFb,673238
2,2018/7,SE2416Hc,677743
2,2018/7,S2418HNt,677752
4,2018/8,SP2418Hb,689609
3,2018/8,SE2416Hc,692383
2,2018/9,SE2018HV,695289
2,2018/9,SE2416Hc,698165
2,2018/9,SE2416Hc,700846
4,2018/11,U2415b,712337
1,2018/4,SE2416Hc,642979
3,2018/1,SE1918HVf,645923
4,2018/1,P2314Ht,645957
2,2018/1,P2314Ht,648872
2,2018/2,E1715Sc,651739
2,2018/4,E1715Sc,651739
2,2018/3,SE2416Hc,654522
2,2018/8,SE2416Hc,654522
2,2018/3,P2314Ht,654586
6,2018/3,P2314Ht,654620
3,2018/4,P2314Ht,657696
2,2018/4,SE2018HV,660597
2,2018/6,SE2018HV,660597
4,2018/4,P2314Ht,660606
1,2018/4,E2318HNf,660636
4,2018/5,E1715Sc,663269
1,2018/5,SE2416Hc,663337
2,2018/5,SE2416Hc,665877
3,2018/5,SP2418Hb,665886
2,2018/5,SE2018HV,665911
3,2018/5,SE2018HV,665979
2,2018/6,E2314Hf,677170
2,2018/7,E2314Hf,677170
6,2018/9,U2417Ht,694533
1,2018/2,E1916Hf,648356
4,2018/3,E1916Hf,648356
1,2018/5,U2417Ht,664587
3,2018/7,U2417Ht,678991
3,2018/7,UP2716Dt,684960
4,2018/8,D3216Ho,688132
2,2018/11,UP2716Dt,709943
2,2018/10,UP2716Dt,709943
4,2018/6,U2417Ht,671990
5,2018/7,S2316Hc,683837
5,2018/8,D3216Ho,686932
4,2018/9,E1916Hf,696375
4,2018/9,E2016t,699162
4,2018/10,UP2716Dt,707486
2,2018/7,P4317Qc,677570
4,2018/9,U2417Ht,702072
3,2018/3,E2314Hf,655342
3,2018/6,U2417Ht,670454
5,2018/8,U2417Ht,692246
3,2018/1,S2316Hc,645533
2,2018/1,UP2716Dt,648390
5,2018/2,U2417Ht,651483
4,2018/4,E1916Hf,651485
4,2018/4,E1914Hf,657752
5,2018/4,E1914Hf,657801
4,2018/4,E2016t,657886
3,2018/6,D3216Ho,673877
3,2018/7,P4317Qc,683588
1,2018/8,D3216Ho,689204
5,2018/9,S2715Ht,695003
4,2018/9,E1916Hf,700519
8,2018/8,SE2416HMc,693512
2,2018/8,U2417Ht,693569
6,2018/9,U2417Ht,696618
2,2018/9,U2718Qb,696654
2,2018/9,U2417Ht,696713
3,2018/9,U2417Ht,696718
2,2018/9,U2718Qb,696754
4,2018/9,U2414Hb,699362
3,2018/9,U2417Ht,699392
3,2018/9,U2417Ht,699485
3,2018/9,U2414Hb,702370
5,2018/10,U2417Ht,705542
3,2018/10,U2718Qb,705637
3,2018/10,U2718Qb,708309
3,2018/10,U2417Ht,708343
2,2018/10,U2417Ht,708409
3,2018/10,U2718Qb,708445
3,2018/10,U2417Ht,708450
2,2018/11,U2718Qb,711217
3,2018/11,U2417Ht,711253
3,2018/11,U2417Ht,711260
5,2018/11,U2417Ht,714125
2,2018/11,U2417Ht,714166
2,2018/11,U2417Ht,714168
2,2018/11,U2417Ht,717167
2,2018/11,U2417Ht,717169
3,2018/11,U2417Ht,717174
4,2018/1,U2417Ht,645112
4,2018/1,U2417Ht,648077
4,2018/1,U2414Hb,648177
5,2018/2,U2417Ht,651062
1,2018/4,U2417Ht,654336
1,2018/3,U2417Ht,654336
5,2018/3,U2417Ht,654370
6,2018/3,U2417Ht,654429
5,2018/4,U2417Ht,657414
2,2018/5,U2417Ht,663987
1,2018/7,SE2417HGc,684027
6,2018/7,P2317HWHb,684061
3,2018/7,U2414Hb,684134
4,2018/7,E2216Hf,684159
5,2018/8,D3217Ho,687137
6,2018/8,U2414Hb,687176
2,2018/8,SE2417HGc,690052
4,2018/8,U3415Wb,690077
4,2018/9,E2316Hf,695532
4,2018/9,E2316Hf,695600
2,2018/9,SE2417HGc,695668
2,2018/9,SE2417HGc,698365
3,2018/9,E2316Hf,701241
3,2018/9,E2216Hf,701339
4,2018/10,E2316Hf,704117
5,2018/10,E2316Hf,706798
5,2018/11,E2016Hb,710133
3,2018/11,E2216Hf,712780
2,2018/11,E2016Hb,712805
2,2018/1,SE2417HGc,645421
1,2018/1,SE2417HGc,648370
3,2018/6,SE2417HGc,648370
3,2018/2,U2414Hb,651335
4,2018/2,P2717Ht,651344
4,2018/3,E2316Hf,654211
3,2018/4,P2717Ht,657126
1,2018/4,SE2417HGc,660372
1,2018/5,D3217Ho,664639
3,2018/5,E2016HVf,664682
2,2018/5,E2216Hf,664707
4,2018/6,U2414Hb,673004
4,2018/6,E2316Hf,673029
4,2018/6,P2717Ht,675705
2,2018/6,SE2417HGc,675739
2,2018/8,SE2417HGc,692849
2,2018/9,SE2417HGc,698401
6,2018/9,E2216Hf,701205
5,2018/1,E2216Hf,645128
1,2018/2,AW2518Hb,651101
3,2018/7,AW2518Hb,651101
4,2018/2,SE2218HV,651144
2,2018/3,SP2318Hb,654479
2,2018/4,SE2218HV,661333
2,2018/5,SE2218HV,661333
4,2018/4,SE2218HV,661397
2,2018/5,SE2218HV,664005
4,2018/5,SE2218HV,666945
4,2018/5,SP2318Hb,666954
5,2018/6,SE2218HV,669996
5,2018/6,SP2318Hb,670157
2,2018/6,AW2518Hb,673195
3,2018/6,S2716DGb,673229
2,2018/6,S2716DGb,673263
1,2018/7,AW2518Hb,677577
5,2018/7,S2340Mc,677607
2,2018/7,SP2318Hb,677650
3,2018/7,SE2218HV,677709
3,2018/7,SE2218HV,677777
4,2018/7,SP2318Hb,680760
4,2018/7,SP2318Hb,683734
2,2018/8,SE2218HV,692392
3,2018/8,SP2318Hb,692451
2,2018/8,SE2218HV,692460
2,2018/7,SE2218HV,682055
4,2018/7,SE2218HV,682098
3,2018/7,SE2218HV,682123
2,2018/7,SE2218HV,682153
5,2018/7,SP2318Hb,682221
3,2018/7,SE2218HV,684936
2,2018/7,SE2218HV,685072
2,2018/7,SE2218HV,685106
2,2018/8,SE2218HV,688037
3,2018/8,SE2218HV,691011
3,2018/8,SE2218HV,691054
2,2018/8,SE2218HV,694262
2,2018/8,SE2218HV,694321
1,2018/9,SE2218HV,694321
2,2018/8,E2216Hf,694330
3,2018/5,U2417Ht,664132
3,2018/5,U2417Ht,666861
2,2018/5,E2216HVf,666895
2,2018/5,U2417Ht,666997
2,2018/6,U2417Ht,666997
2,2018/6,U2414Hb,670039
4,2018/6,U2417Ht,670146
4,2018/6,E2216HVf,670148
3,2018/7,U2412Mc,677600
4,2018/7,U2417Ht,677700
2,2018/7,U2417Ht,677727
2,2018/7,U2417Ht,677734
4,2018/7,U2417Ht,677793
5,2018/7,U2417Ht,680708
3,2018/7,U2417Ht,680842
4,2018/7,U2417Ht,683650
4,2018/7,U2417Ht,683750
4,2018/8,U2718Qb,686694
5,2018/8,AW3418HWb,686724
2,2018/8,U2417Ht,686751
3,2018/8,U2417Ht,686853
3,2018/8,U2417Ht,689559
3,2018/8,U2417Ht,689568
2,2018/8,U2417Ht,692862
4,2018/9,U2414Hb,695572
6,2018/9,U2414Hb,695589
4,2018/9,U2417Ht,695623
3,2018/9,E2216HVf,695636
5,2018/9,U2417Ht,698278
1,2018/9,U2417Ht,698312
4,2018/9,P2217Hb,701320
3,2018/10,U2718Qb,704026
3,2018/10,U2417Ht,706634
3,2018/10,U2417Ht,706651
2,2018/10,U2718Qb,706702
3,2018/10,U2417Ht,706753
2,2018/10,U2417Ht,706770
2,2018/11,U2417Ht,710012
2,2018/10,U2417Ht,710012
2,2018/8,U2717Dt,688584
3,2018/8,S2718Dt,691545
4,2018/8,E2417Hb,691609
5,2018/8,E2417Hb,691711
4,2018/9,U2717Dt,694804
5,2018/9,P2414Hb,698046
4,2018/9,U2414Hb,701037
3,2018/9,P2317Hb,701118
2,2018/9,S2718Dt,701135
4,2018/11,S2718Dt,716426
2,2018/11,U2717Dt,716430
5,2018/11,U2717Dt,716545
2,2018/12,U2717Dt,722544
2,2018/12,U2717Dt,720255
2,2018/12,U2717Dt,722578
3,2018/12,U2414Hb,722710
3,2018/12,U2717Dt,723178
5,2018/3,E1916Hf,654545
2,2018/4,U2717Dt,654579
2,2018/3,U2717Dt,654579
1,2018/4,U2717Dt,654647
2,2018/3,U2717Dt,654647
2,2018/5,S2218Hc,665943
1,2018/5,U2717Dt,668853
2,2018/6,U2717Dt,668853
1,2018/5,U2717Dt,668926
1,2018/6,U2717Dt,668926
1,2018/5,U2717Dt,668960
1,2018/6,U2717Dt,668960
2,2018/6,U2717Dt,671793
